1114,born,родившийся
1115,dreams,мечты
1116,apologize,принести извинения
1117,seat,место
1118,nervous,возбужденный
1119,across,через
1120,song,песня
1122,charge,обвинение
1123,patient,пациент
1125,boat,лодка
1127,brain,мозг
1128,hide,пря
1128,stenbeck,stenbeck
1129,detective,детектив
1132,general,общий
1134,planning,планирование
1135,nine,девять
1136,huge,огромный
1137,breakfast,завтрак
1138,horrible,ужасный
1139,age,возраст
1140,awful,ужасный
1141,pleasure,удовольствие
1142,driving,вождение
1144,picked,выбранный
1145,system,система
1146,sell,продать
1147,quit,оставленный
1148,apparently,очевидно
1149,dying,смерть
1150,notice,заметить
1151,josh,добродушная шутка
1152,congratulations,поздравления
1153,chief,руководитель
1154,faith,вера
1156,gay,гей
1158,one's,
1159,month,месяц
1160,visit,посещение
1162,could've,мог иметь
1165,screw,винт
1167,letter,письмо
1168,decide,решить
1169,american,американец
1170,double,двойной
1171,troy,монетный вес
1172,sad,грустный
1173,press,нажать
1174,forward,отправить
1175,fool,дурак
1176,showed,показал
1177,smell,запах
1178,seemed,казался
1180,spell,период
1182,memory,память
1183,mark,марка
1185,pictures,картины
1187,slow,медленный
1190,seconds,секунды
1191,hungry,голодный
1192,board,правление
1193,position,положение
1194,hearing,слушание
1195,rose,роза
1196,kitchen,кухня
1197,ma'am,госпожа
1199,force,сила
1200,fly,муха
1201,during,во время
1202,space,место
1203,should've,должен был
1204,realized,понятый
1205,experience,опыт
1206,kick,пинок
1207,others,другие
1208,grab,захват
1209,mother's,мать
1212,discuss,обсудить
1213,third,треть
1214,cat,кошка
1215,fifty,пятьдесят
1216,responsible,ответственный
1219,miles,мили
1220,fat,жир
1221,reading,чтение
1222,idiot,идиот
1223,yep,да
1224,rock,скала
1226,suddenly,внезапно
1227,agent,агент
1228,bunch,связка
1229,destroy,разрушить
1230,bucks,доллары
1231,track,след
1232,shoes,ботинки
1233,scene,сцена
1234,peace,мир
1235,arms,оружие
1236,demon,демон
1240,low,низко
1242,consider,рассмотреть
1243,papers,бумаги
1244,medical,медицинский
1245,incredible,невероятный
1246,witch,ведьма
1247,er (error),ошибка
1248,drunk,выпитый
1249,attorney,поверенный
1251,tells,говорит
1252,knock,удар
1254,ways,пути
1256,belle,красавица
1257,cash,наличные деньги
1258,gives,дает
1259,department,отдел
1260,nose,нос
1262,turns,повороты
1263,keeps,держит
1264,beer,пиво
1265,jealous,ревнивый
1268,sooner,скорее
1269,cares,заботы
1270,plenty,много
1271,extra,дополнительный
1274,attack,нападение
1275,ground,"грунт, земля"
1276,whose,чей
1277,outta  (out of),вне чего-то
1280,weekend,уикэнд
1281,matters,дела
1282,wrote,написал
1283,type,напечатать
1284,father's,отец
1286,gosh,черт возьми
1287,opportunity,возможность
1288,king,король
1289,impossible,невозможный
1290,books,книги
1291,machine,машина
1292,waste,трата
1294,pretend,притвориться
1295,named,названный
1296,danger,опасность
1297,wall,стена
1301,jump,скачок
1303,proof,доказательство
1304,complete,полный
1305,slept,спавший
1306,career,карьера
1307,arrest,арест
1311,breathe,дышать
1312,perfectly,отлично
1313,warm,теплый
1314,pulled,потянувший
1316,twice,дважды
1317,easier,легче
1318,killer,убийца
1319,starr,starr
1319,going,идя
1320,dating,встречаться с любимым
1321,suit,костюм
1322,romantic,романтичный
1323,drugs,наркотики
1324,comfortable,удобный
1326,powers,полномочия
1327,finds,находит
1328,checked,проверенный
1329,fit,подгонка
1330,divorce,развод
1331,begin,начать
1332,ourselves,они сами
1333,closer,ближе
1334,ruin,крушение
1334,viki,viki
1335,although,хотя
1336,smile,улыбка
1337,laugh,смех
1338,fish,рыба
1340,treat,удовольствие
1341,god's,бог
1342,fear,страх
1344,what'd,что бы
1346,amber,янтарь
1347,guy's,парень
1348,otherwise,иначе
1349,excited,взволнованный
1350,mail,почта
1351,hiding,скрытие
1352,cost,стоимость
1353,green,зеленый
1354,stole,украл
1355,Pacey,
1356,noticed,замеченный
1358,fired,запущенный
1361,excellent,превосходный
1362,lived,живший
1363,bringing,обеспечение
1364,pop,популярность
1365,paper,бумага
1366,bottom,основание
1367,note,отметить
1368,sudden,внезапный
1369,church,церковь
1370,bathroom,ванная
1371,flight,полет
1374,honestly,честно
1375,sing,петь
1377,foot,нога
1378,games,игры
1379,glass,стакан
1382,remind,напомнить
1383,bank,банк
1385,charges,обвинения
1386,witness,свидетель
1387,finding,обнаружение
1388,places,места
1389,tree,дерево
1390,dare,сметь
1391,hardly,едва
1392,that'll,это будет
1394,interest,интерес
1395,steal,кража
1396,princess,принцесса
1397,silly,глупый
1398,contact,связаться
1398,fuckin,fuckin
1399,teach,преподавать
1400,shop,магазин
1401,plus,плюс
1402,colonel,полковник
1402,prue,prue
1403,fresh,свежий
1404,trial,испытание
1405,invited,приглашенный
1406,roll,рулон
1407,radio,радио
1408,art,искусство
1409,reach,досягаемость
1411,dirty,грязный
1412,choose,выбрать
1413,emergency,чрезвычайная ситуация
1414,dropped,уронил
1415,butt,"торец, задница"
1416,credit,кредит
1417,obvious,очевидный
1418,cry,крик
1419,locked,запертый
1421,loving,любовь
1422,positive,положительный
1423,nuts,тупой (оскорбление)
1424,agreed,согласованный
1426,price,цена
1427,goodbye,до свидания
1428,condition,условие
1429,guard,охрана
1430,fucking,трахаясь
1431,grow,расти
1432,cake,пирог
1433,mood,настроение
1434,dad's,папа
1436,total,общее количество
1437,crap,дерьмо
1438,crying,крик
1441,belong,принадлежать
1442,lay,лежать
1443,partner,партнер
1444,trick,уловка
1445,pressure,давление
1447,arm,рука
1448,dressed,одетый
1450,lies,ложь
1451,bus,автобус
1452,taste,вкус
1453,neck,шея
1454,south,юг
1455,something's,что-то
1456,nurse,медсестра
1457,raise,поднять
1458,land,земля
1459,cross,крест
1460,lots,партии
1461,mister,господин
1462,carry,нести
1463,group,группа
1464,whoever,кто бы ни
1466,drinking,питье
1467,they'd,они бы
1468,breaking,поломка
1469,file,файл
1470,lock,замок
1471,computer,компьютер
1472,yo,эй
1474,wine,вино
1475,closed,закрытый
1476,writing,письмо
1477,spot,пятно
1478,paying,платеж
1479,study,исследование
1480,assume,принять
1481,piper,волынщик
1481,asleep,спящий
1482,man's,человек
1483,turning,превращение
1484,legal,законный
1485,justice,правосудие
1487,chandler,торговец свечами
1488,bedroom,спальня
1489,shower,душ
1491,camera,камера
1492,fill,заполнить
1493,reasons,причины
1494,forty,сорок
1495,bigger,больше
1496,nope,нет (неа)
1497,keys,ключи
1498,star,звезда
1499,breath,дыхание
1500,doctors,доктора
1501,pants,штаны
1502,freak,наркоман
1503,level,уровень
1504,French,французский
1505,movies,кинофильмы
1506,gee,Ну и дела
1507,Monica,Моника
1508,simone,simone
1508,action,действие
1509,area,область
1510,folks,люди
1512,cream,сливки
1514,continue,продолжить
1515,focus,центр
1516,wild,дикий
1517,truly,действительно
1519,desk,стол
1520,convince,убедить
1521,client,клиент
1522,threw,бросил
1524,band,группа
1525,hurts,вред
1527,spending,расходы
1529,field,область
1530,allow,позволить
1531,grand,великий
1532,answers,ответы
1533,shirt,рубашка
1534,chair,стул
1536,allowed,позволенный
1537,rough,грубо
1539,sees,видит
1540,government,правительство
1541,harry,измотать
1543,goin,goin
1543,empty,пустой
1544,round,вокруг
1545,lights,огни
1546,insane,безумный
1547,hall,зал
1548,hat,шляпа
1549,bastard,ублюдок
1550,wind,ветер
1551,shows,показы
1552,aware,осведомленный
1553,dealing,контакт
1554,pack,пакет
1555,meaning,значение
1556,flowers,цветы
1557,tight,трудный
1558,hurting,причинение вреда
1559,ship,судно
1560,subject,предмет
1561,guest,гость
1562,mom's,мама
1563,chicken,цыпленок
1564,pal,приятель
1565,match,состязание
1567,arrested,арестованный
1568,sun,солнце
1571,confused,запутанный
1572,surgery,хирургия
1573,expecting,ожидание
1574,deacon,дьякон
1576,unfortunately,к сожалению
1577,goddamn,проклятый
1578,lab,лаборатория
1579,passed,переданный
1580,bottle,бутылка
1581,beyond,вне
1582,whenever,"всякий раз, когда"
1584,opinion,мнение
1585,naked,голый
1586,held,удерживаемый
1587,common,обычный
1588,starts,запуски
1589,jerk,идиот
1590,secrets,тайны
1591,falling,падение
1592,played,играл
1593,necessary,необходимый
1594,barely,только
1595,dancing,танец
1596,health,здоровье
1597,tests,тесты
1598,copy,копия
1600,video,видео
1601,cousin,кузен
1602,planned,запланированный
1604,dry,сухой
1606,twelve,двенадцать
1607,simply,просто
1610,skin,кожа
1611,often,часто
1612,English,английский
1613,fifteen,пятнадцать
1614,spirit,дух
1615,speech,речь
1616,names,названия
1617,issue,проблема
1618,orders,заказы
1620,final,финал
1621,outta,outta
1622,America,Америка
1624,results,результаты
1625,code,кодекс
1629,believed,веривший
1630,complicated,сложный
1632,research,исследование
1633,nowhere,нигде
1634,escape,спасение
1635,biggest,самый большой
1636,restaurant,ресторан
1637,page,страница
1638,grateful,благодарный
1639,usual,обычный
1640,burn,ожог
1643,address,адрес
1644,within,в пределах
1645,someplace,где-нибудь
1647,everywhere,всюду
1648,train,поезд
1649,film,фильм
1650,regret,сожаление
1651,goodness,совершенство
1652,mistakes,ошибки
1653,heaven,небеса
1654,details,детали
1655,responsibility,ответственность
1656,suspect,подозреваемый
1657,corner,угол
1658,hero,герой
1659,dumb,немой
1660,terrific,потрясающий
1662,mission,миссия
1663,further,далее
1665,gas,газ
1667,hole,отверстие
1668,memories,воспоминания
1669,o'clock,час
1671,truck,грузовик
1672,following,следующий
1673,ended,законченный
1674,nobody's,ничей
1676,teeth,зубы
1677,ruined,разрушенный
1678,hank,моток
1679,split,раскол
1681,bear,медведь
1682,airport,аэропорт
1683,er,er
1683,bite,укус
1684,smoke,дым
1686,older,старше
1687,liar,лгун
1688,horse,лошадь
1690,showing,показ
1691,van,фургон
1692,project,проект
1693,cards,карты
1694,desperate,отчаянный
1695,themselves,они сами
1696,search,поиск
1697,pathetic,патетичный
1698,damage,повреждение
1699,spoke,говорил
1700,quickly,быстро
1701,scare,паника
1704,beach,берег
1706,brown,коричневый цвет
1707,afford,предоставить
1708,vote,голосование
1709,settle,обосноваться
1710,gold,золото
1711,re (are),есть
1712,mentioned,упомянутый
1715,passion,страсть
1717,stayed,оставшийся
1718,rule,правило
1719,Friday,пятница
1720,checking,проверка
1721,tie,связать
1722,hired,нанятый
1723,upon,на
1724,rush,порыв
1725,tad,чуточка
1726,heads,головы
1728,blew,дул
1729,natural,естественный
1732,champagne,шампанское
1733,connection,связь
1734,tickets,билеты
1736,finger,палец
1737,happiness,счастье
1738,form,форма
1739,saving,экономия
1740,kissing,целуясь
1742,hated,ненавистный
1743,personally,лично
1744,suggest,предложить
1745,prepared,готовый
1746,build,построить
1747,leg,нога
1748,onto,на
1749,leaves,листья
1750,downstairs,вниз
1751,ticket,билет
1752,it'd,это было бы
1753,taught,преподавал
1754,loose,свободный
1755,holy,святой
1756,staff,штат
1757,sea,море
1758,as,как
1759,planet,планета
1760,duty,обязанность
1761,convinced,убежденный
1762,throwing,бросок
1765,kissed,поцеловал
1766,legs,ноги
1768,according,соответственно
1769,loud,громкий
1770,practice,практика
1773,Saturday,суббота
1775,bright,яркий
1776,bob,Боб
1779,babies,младенцы
1780,army,армия
1781,where'd,где бы
1782,roz,roz
1782,warning,предупреждение
1783,miracle,чудо
1784,carrying,перенос
1785,flying,полет
1787,blind,слепой
1788,queen,королева
1789,ugly,уродливый
1790,shopping,посещение магазина
1791,hates,ненавидит
1792,someone's,чей - то
1794,monster,монстр
1795,sight,вид
1796,vampire,вампир
1798,bride,невеста
1799,coat,пальто
1800,account,счет
1801,states,государства
1802,clearly,ясно
1803,celebrate,праздновать
1805,brilliant,бриллиант
1806,wanting,желание
1808,add,добавить
1809,moon,луна
1811,lips,губы
1812,custody,хранение
1813,center,центр
1814,screwed,ввернутый
1815,buying,покупка
1816,size,размер
1817,toast,тост
1818,thoughts,мысли
1820,student,студент
1821,stories,истории
1822,however,однако
1823,professional,профессионал
1824,stars,звезды
1825,reality,действительность
1827,birth,рождение
1829,attitude,отношение
1830,advantage,преимущество
1831,grandfather,дедушка
1833,sold,проданный
1834,opened,открытый
1836,grandma,бабушка
1837,beg,попросить
1839,changes,изменения
1842,someday,когда-нибудь
1843,grade,сорт
1844,cheese,сыр
1845,roof,крыша
1848,pizza,пицца
1849,brothers,братья
1851,signed,подписанный
1852,bird,птица
1854,marrying,бракосочетание
1855,powerful,сильный
1856,grown,выращенный
1857,grandmother,бабушка
1858,fake,фальшивка
1859,opening,открытие
1860,sally,вылазка
1862,expected,ожидаемый
1863,eventually,в конечном счете
1864,must've,должны были
1865,ideas,идеи
1866,exciting,возбуждение
1867,covered,покрытый
1869,de,
1870,familiar,знакомый
1871,bomb,бомба
1872,bout,встреча
1873,television,телевидение
1874,harmony,гармония
1875,color,цвет
1876,heavy,тяжелый
1877,schedule,список
1878,records,отчеты
1881,capable,способный
1882,master,владелец
1883,numbers,числа
1885,practically,фактически
1886,including,включая
1887,correct,правильный
1888,clue,подсказка
1889,forgotten,забытый
1890,immediately,немедленно
1891,appointment,назначение
1892,social,социальный
1893,nature,природа
1894,ú,
1896,west,запад
1898,teacher,учитель
1899,threat,угроза
1901,bloody,кровавый
1902,lonely,одинокий
1904,ordered,заказанный
1905,shame,позор
1907,local,местный
1908,jacket,жакет
1909,hook,крюк
1910,destroyed,разрушенный
1911,scary,страшный
1912,loser,проигравший
1913,investigation,исследование
1914,above,выше
1916,invite,пригласить
1917,shooting,стрельба
1918,merry,веселый
1919,port,порт
1920,precious,драгоценный
1921,lesson,урок
1923,criminal,преступник
1924,growing,рост
1925,caused,вызванный
1926,victim,жертва
1927,professor,профессор
1928,followed,сопровождаемый
1929,funeral,похороны
1930,nothing's,ничто не
1932,considering,рассмотрение
1933,burning,горение
1934,couch,кушетка
1935,strength,сила
